customer_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_combined_score,segment
C00482,2024-11-30,59,3022668.51,31,5,5,5,555,Champions
C00918,2024-11-30,7,689964.89,31,5,4,4,544,Champions
C01748,2024-11-30,12,1017963.44,31,5,5,4,554,Champions
C01752,2024-11-30,59,9301508.79,31,5,5,5,555,Champions
C04048,2024-11-29,4,279991.34,32,5,4,3,543,Loyal Customers
C00587,2024-11-29,1,5062.45,32,5,3,1,531,Potential Loyalists
C03424,2024-11-29,4,797754.02,32,5,4,4,544,Champions
C03081,2024-11-29,59,3604658.33,32,5,5,5,555,Champions
C03467,2024-11-29,1,141444.43,32,5,3,3,533,Loyal Customers
C02447,2024-11-29,1,599058.07,32,5,3,4,534,Loyal Customers
C01415,2024-11-29,3,244969.47,32,5,4,3,543,Loyal Customers
C01416,2024-11-29,31,3539535.70,32,5,5,5,555,Champions
C04634,2024-11-29,59,7062648.55,32,5,5,5,555,Champions
C03054,2024-11-29,1,10047.13,32,5,3,1,531,Potential Loyalists
C03499,2024-11-29,6,820560.20,32,5,4,4,544,Champions
C04055,2024-11-29,13,512406.66,32,5,5,4,554,Champions
C04542,2024-11-29,1,2880.61,32,5,3,1,531,Potential Loyalists
C04892,2024-11-29,1,150074.12,32,5,3,3,533,Loyal Customers
C00331,2024-11-29,46,6778074.48,32,5,5,5,555,Champions
C02405,2024-11-28,1,77255.29,33,5,3,2,532,Potential Loyalists
C01322,2024-11-28,21,4403710.47,33,5,5,5,555,Champions
C01553,2024-11-28,1,6098.06,33,5,3,1,531,Potential Loyalists
C00157,2024-11-28,59,4226340.84,33,5,5,5,555,Champions
C00873,2024-11-28,6,906297.49,33,5,4,4,544,Champions
C03834,2024-11-28,1,938.03,33,5,3,1,531,Potential Loyalists
C02318,2024-11-28,27,5255298.18,33,5,5,5,555,Champions
C01206,2024-11-28,18,1413092.80,33,5,5,5,555,Champions
C04740,2024-11-28,6,239980.11,33,5,4,3,543,Loyal Customers
C02429,2024-11-28,1,68278.63,33,5,3,2,532,Potential Loyalists
C00759,2024-11-28,53,7137379.49,33,5,5,5,555,Champions
C04880,2024-11-28,6,1028304.47,33,5,4,4,544,Champions
C01691,2024-11-28,20,3199559.95,33,5,5,5,555,Champions
C02566,2024-11-28,59,3571069.33,33,5,5,5,555,Champions
C01382,2024-11-28,59,8779429.54,33,5,5,5,555,Champions
C01424,2024-11-28,59,5783950.55,33,5,5,5,555,Champions
C02900,2024-11-28,59,6521403.42,33,5,5,5,555,Champions
C02434,2024-11-28,27,1588309.07,33,4,5,5,455,Champions
C04135,2024-11-28,1,17845.65,33,4,3,2,432,Potential Loyalists
C02428,2024-11-27,17,1356225.48,34,4,5,5,455,Champions
C01702,2024-11-27,3,289278.24,34,4,4,3,443,Loyal Customers
C04299,2024-11-27,59,3635545.51,34,4,5,5,455,Champions
C00156,2024-11-27,59,8834560.56,34,4,5,5,455,Champions
C00142,2024-11-27,4,185985.54,34,4,4,3,443,Loyal Customers
C00827,2024-11-27,19,2534843.88,34,4,5,5,455,Champions
C02098,2024-11-27,8,1051883.53,34,4,4,4,444,Champions
C01195,2024-11-27,24,2475381.46,34,4,5,5,455,Champions
C03366,2024-11-27,1,308634.61,34,4,3,3,433,Loyal Customers
C00489,2024-11-27,27,2194189.93,34,4,5,5,455,Champions
C00399,2024-11-27,9,806931.69,34,4,4,4,444,Champions
C01573,2024-11-27,1,1802.99,34,4,3,1,431,Potential Loyalists
C00096,2024-11-27,7,1542719.68,34,4,4,5,445,Champions
C03248,2024-11-27,45,4351451.70,34,4,5,5,455,Champions
C03712,2024-11-27,15,513696.92,34,4,5,4,454,Champions
C03361,2024-11-27,5,329803.62,34,4,4,4,444,Champions
C00744,2024-11-27,33,3295292.51,34,4,5,5,455,Champions
C02394,2024-11-27,9,312051.17,34,4,4,4,444,Champions
C02414,2024-11-27,4,1325058.36,34,4,4,5,445,Champions
C01010,2024-11-27,23,2271863.68,34,4,5,5,455,Champions
C03528,2024-11-27,21,1808441.23,34,4,5,5,455,Champions
C01640,2024-11-27,15,1537067.86,34,4,5,5,455,Champions
C01705,2024-11-27,31,3786808.28,34,4,5,5,455,Champions
C01329,2024-11-26,21,2972487.42,35,4,5,5,455,Champions
C00492,2024-11-26,29,7178940.49,35,4,5,5,455,Champions
C00962,2024-11-26,5,474015.83,35,4,4,4,444,Champions
C03461,2024-11-26,4,459961.94,35,4,4,4,444,Champions
C02559,2024-11-26,35,2726393.39,35,4,5,5,455,Champions
C01098,2024-11-26,50,7185560.44,35,4,5,5,455,Champions
C04885,2024-11-26,59,8145366.92,35,4,5,5,455,Champions
C04473,2024-11-26,6,329466.22,35,4,4,4,444,Champions
C03112,2024-11-26,59,5980386.65,35,4,5,5,455,Champions
C03125,2024-11-26,3,22305.01,35,4,4,2,442,Others
C00349,2024-11-26,9,1396871.13,35,4,4,5,445,Champions
C00565,2024-11-26,59,6600805.37,35,4,5,5,455,Champions
C00940,2024-11-26,20,2383967.27,35,4,5,5,455,Champions
C00579,2024-11-26,4,365099.44,35,4,4,4,444,Champions
C03678,2024-11-26,59,8244056.14,35,4,5,5,455,Champions
C03411,2024-11-25,59,4299022.92,36,4,5,5,455,Champions
C04623,2024-11-25,3,611499.64,36,4,4,4,444,Champions
C03358,2024-11-25,12,1206720.07,36,4,4,4,444,Champions
C01758,2024-11-25,10,763723.78,36,4,4,4,444,Champions
C00815,2024-11-25,6,311265.88,36,4,4,3,443,Loyal Customers
C04593,2024-11-25,47,6598773.50,36,4,5,5,455,Champions
C02117,2024-11-25,4,933483.41,36,4,4,4,444,Champions
C00613,2024-11-25,59,5109766.38,36,4,5,5,455,Champions
C02006,2024-11-25,1,156.52,36,4,3,1,431,Potential Loyalists
C00093,2024-11-25,59,4620986.93,36,4,5,5,455,Champions
C01989,2024-11-25,59,5901397.50,36,4,5,5,455,Champions
C02309,2024-11-25,4,1126420.05,36,4,4,4,444,Champions
C00733,2024-11-25,13,1994056.66,36,4,5,5,455,Champions
C02758,2024-11-25,20,2150240.07,36,4,5,5,455,Champions
C01499,2024-11-25,14,973147.41,36,4,5,4,454,Champions
C04554,2024-11-25,4,601032.23,36,4,4,4,444,Champions
C04804,2024-11-25,59,7672960.30,36,4,5,5,455,Champions
C01663,2024-11-25,59,8596413.07,36,4,5,5,455,Champions
C02427,2024-11-24,5,1273321.36,37,4,4,5,445,Champions
C03373,2024-11-24,29,1389154.14,37,4,5,5,455,Champions
C01832,2024-11-24,1,23414.64,37,4,3,2,432,Potential Loyalists
C00916,2024-11-24,6,1062063.34,37,4,4,4,444,Champions
C03791,2024-11-24,20,4558135.64,37,4,5,5,455,Champions
C02471,2024-11-24,6,904440.44,37,4,4,4,444,Champions
C00778,2024-11-24,59,3528164.05,37,4,5,5,455,Champions
C04337,2024-11-24,7,785809.19,37,4,4,4,444,Champions
C00623,2024-11-24,3,86961.04,37,4,4,2,442,Others
C03330,2024-11-24,4,41455.13,37,4,4,2,442,Others
C02730,2024-11-24,1,8068.63,37,4,3,1,431,Potential Loyalists
C01023,2024-11-24,7,164287.98,37,4,4,3,443,Loyal Customers
C02125,2024-11-24,5,137187.74,37,4,4,3,443,Loyal Customers
C00205,2024-11-24,27,4699743.73,37,4,5,5,455,Champions
C04446,2024-11-24,27,1234277.86,37,4,5,5,455,Champions
C02133,2024-11-24,4,259227.28,37,4,4,3,443,Loyal Customers
C04421,2024-11-24,10,1124190.49,37,4,4,4,444,Champions
C04851,2024-11-24,6,671751.07,37,4,4,4,444,Champions
C01172,2024-11-24,50,2330194.25,37,4,5,5,455,Champions
C04298,2024-11-24,2,126865.70,37,4,3,3,433,Loyal Customers
C03986,2024-11-24,5,1364401.03,37,4,4,5,445,Champions
C02119,2024-11-23,59,4977310.98,38,4,5,5,455,Champions
C04594,2024-11-23,10,1868881.98,38,4,4,5,445,Champions
C02483,2024-11-23,27,1188670.18,38,4,5,4,454,Champions
C04602,2024-11-23,11,1892622.75,38,4,4,5,445,Champions
C03473,2024-11-23,59,8492139.19,38,4,5,5,455,Champions
C02243,2024-11-23,59,6000552.58,38,4,5,5,455,Champions
C03809,2024-11-23,7,1008157.79,38,4,4,4,444,Champions
C01787,2024-11-23,5,190569.73,38,4,4,3,443,Loyal Customers
C04807,2024-11-23,35,5071529.94,38,4,5,5,455,Champions
C01834,2024-11-23,2,439242.84,38,4,3,4,434,Loyal Customers
C04914,2024-11-23,4,338475.24,38,4,4,4,444,Champions
C02005,2024-11-23,24,1422176.37,38,4,5,5,455,Champions
C04699,2024-11-23,12,1968869.05,38,4,5,5,455,Champions
C00367,2024-11-23,7,124620.27,38,4,4,3,443,Loyal Customers
C04463,2024-11-23,11,235523.11,38,4,4,3,443,Loyal Customers
C03827,2024-11-23,59,7164783.36,38,4,5,5,455,Champions
C01636,2024-11-22,59,8543160.88,39,4,5,5,455,Champions
C03075,2024-11-22,6,1252780.25,39,4,4,5,445,Champions
C01375,2024-11-22,2,628346.59,39,4,3,4,434,Loyal Customers
C03782,2024-11-22,3,502001.48,39,4,4,4,444,Champions
C01143,2024-11-22,1,174070.06,39,4,3,3,433,Loyal Customers
C03063,2024-11-22,48,6199382.88,39,4,5,5,455,Champions
C01896,2024-11-22,3,99835.47,39,4,4,3,443,Loyal Customers
C03768,2024-11-22,1,11323.93,39,4,3,1,431,Potential Loyalists
C01844,2024-11-22,4,89453.63,39,4,4,3,443,Loyal Customers
C00132,2024-11-22,1,385981.18,39,4,3,4,434,Loyal Customers
C02602,2024-11-22,2,123617.86,39,4,3,3,433,Loyal Customers
C04835,2024-11-22,59,4889725.96,39,4,5,5,455,Champions
C00498,2024-11-22,29,2004478.61,39,4,5,5,455,Champions
C00927,2024-11-22,2,29020.67,39,4,3,2,432,Potential Loyalists
C00653,2024-11-22,40,4733639.08,39,4,5,5,455,Champions
C03068,2024-11-22,4,173923.59,39,4,4,3,443,Loyal Customers
C04510,2024-11-22,7,1527377.03,39,4,4,5,445,Champions
C00464,2024-11-22,16,1664983.90,39,4,5,5,455,Champions
C04379,2024-11-21,36,3107037.66,40,4,5,5,455,Champions
C01968,2024-11-21,2,378085.50,40,4,3,4,434,Loyal Customers
C02219,2024-11-21,2,51193.06,40,4,3,2,432,Potential Loyalists
C02154,2024-11-21,19,1221968.79,40,4,5,4,454,Champions
C03713,2024-11-21,59,3772373.56,40,4,5,5,455,Champions
C01301,2024-11-21,4,387728.07,40,4,4,4,444,Champions
C04065,2024-11-21,59,9456659.74,40,4,5,5,455,Champions
C02511,2024-11-20,1,34299.56,41,4,3,2,432,Potential Loyalists
C03295,2024-11-20,2,18052.05,41,4,3,2,432,Potential Loyalists
C04860,2024-11-20,1,53040.00,41,4,3,2,432,Potential Loyalists
C01421,2024-11-20,38,4212063.11,41,4,5,5,455,Champions
C00150,2024-11-20,6,496139.31,41,4,4,4,444,Champions
C03653,2024-11-20,59,4679335.46,41,4,5,5,455,Champions
C01191,2024-11-20,5,697622.94,41,4,4,4,444,Champions
C03409,2024-11-20,8,752505.23,41,4,4,4,444,Champions
C04424,2024-11-20,21,930371.43,41,4,5,4,454,Champions
C04566,2024-11-20,21,3580737.13,41,4,5,5,455,Champions
C00450,2024-11-20,1,132819.88,41,4,3,3,433,Loyal Customers
C00663,2024-11-19,35,4313353.77,42,4,5,5,455,Champions
C01267,2024-11-19,6,715435.88,42,4,4,4,444,Champions
C00393,2024-11-19,59,8183556.98,42,4,5,5,455,Champions
C00070,2024-11-19,55,3528912.14,42,4,5,5,455,Champions
C01080,2024-11-19,10,1645199.53,42,4,4,5,445,Champions
C04171,2024-11-19,56,9505206.20,42,4,5,5,455,Champions
C04182,2024-11-19,18,1599303.00,42,4,5,5,455,Champions
C01518,2024-11-19,49,8848834.84,42,4,5,5,455,Champions
C02180,2024-11-19,4,195358.46,42,4,4,3,443,Loyal Customers
C02506,2024-11-19,59,8054227.82,42,4,5,5,455,Champions
C01472,2024-11-19,3,338547.08,42,4,4,4,444,Champions
C00358,2024-11-19,8,1550299.92,42,4,4,5,445,Champions
C00902,2024-11-18,16,1269046.26,43,4,5,5,455,Champions
C01930,2024-11-18,10,1383877.93,43,4,4,5,445,Champions
C03728,2024-11-18,6,494006.35,43,4,4,4,444,Champions
C02363,2024-11-18,3,395869.26,43,4,4,4,444,Champions
C04213,2024-11-18,16,1579072.88,43,4,5,5,455,Champions
C01964,2024-11-18,1,77339.55,43,4,3,2,432,Potential Loyalists
C01465,2024-11-18,2,9032.27,43,4,3,1,431,Potential Loyalists
C04769,2024-11-18,1,5896.03,43,4,3,1,431,Potential Loyalists
C04384,2024-11-18,1,52434.47,43,4,3,2,432,Potential Loyalists
C01712,2024-11-18,19,2101593.25,43,4,5,5,455,Champions
C02284,2024-11-18,14,2636900.39,43,4,5,5,455,Champions
C01887,2024-11-18,13,811844.21,43,4,5,4,454,Champions
C04039,2024-11-18,41,4175403.79,43,4,5,5,455,Champions
C01009,2024-11-18,59,6726018.75,43,4,5,5,455,Champions
C04456,2024-11-18,59,4449392.16,43,4,5,5,455,Champions
C03708,2024-11-18,22,2063984.94,43,4,5,5,455,Champions
C01118,2024-11-18,4,218266.51,43,4,4,3,443,Loyal Customers
C04663,2024-11-17,7,1083237.50,44,4,4,4,444,Champions
C04250,2024-11-17,2,113584.51,44,4,3,3,433,Loyal Customers
C04194,2024-11-17,4,99031.76,44,4,4,3,443,Loyal Customers
C00273,2024-11-17,4,288222.28,44,4,4,3,443,Loyal Customers
C04814,2024-11-17,10,612530.14,44,4,4,4,444,Champions
C01158,2024-11-17,59,10395122.52,44,4,5,5,455,Champions
C00776,2024-11-17,59,6619607.17,44,4,5,5,455,Champions
C02737,2024-11-17,6,229570.92,44,4,4,3,443,Loyal Customers
C02722,2024-11-17,49,4115300.21,44,4,5,5,455,Champions
C00670,2024-11-17,2,76715.70,44,4,3,2,432,Potential Loyalists
C03908,2024-11-17,4,1340003.93,44,4,4,5,445,Champions
C02053,2024-11-17,59,4833539.70,44,4,5,5,455,Champions
C00803,2024-11-17,18,1210663.34,44,4,5,4,454,Champions
C01956,2024-11-17,4,571672.83,44,4,4,4,444,Champions
C04488,2024-11-17,24,4325714.22,44,4,5,5,455,Champions
C00398,2024-11-17,46,4025157.98,44,4,5,5,455,Champions
C03017,2024-11-17,6,987306.85,44,4,4,4,444,Champions
C01604,2024-11-17,10,1870541.91,44,4,4,5,445,Champions
C03859,2024-11-16,1,72416.44,45,4,3,2,432,Potential Loyalists
C00685,2024-11-16,59,8410596.14,45,4,5,5,455,Champions
C00569,2024-11-16,59,6197300.09,45,4,5,5,455,Champions
C00483,2024-11-16,12,855800.92,45,4,5,4,454,Champions
C02039,2024-11-16,13,2036627.01,45,4,5,5,455,Champions
C03184,2024-11-16,27,3871163.47,45,4,5,5,455,Champions
C02786,2024-11-16,1,72944.07,45,4,3,2,432,Potential Loyalists
C01666,2024-11-16,59,7561167.32,45,4,5,5,455,Champions
C00006,2024-11-16,3,112513.58,45,4,4,3,443,Loyal Customers
C01796,2024-11-16,1,122419.98,45,4,3,3,433,Loyal Customers
C01770,2024-11-15,3,55325.94,46,4,4,2,442,Others
C00754,2024-11-15,59,5539726.88,46,4,5,5,455,Champions
C04365,2024-11-15,1,75952.10,46,4,3,2,432,Potential Loyalists
C01878,2024-11-15,17,2828552.18,46,4,5,5,455,Champions
C04779,2024-11-15,1,11970.89,46,4,3,1,431,Potential Loyalists
C01406,2024-11-15,2,40225.30,46,4,3,2,432,Potential Loyalists
C02212,2024-11-15,28,2391244.08,46,4,5,5,455,Champions
C01194,2024-11-15,1,7377.67,46,4,3,1,431,Potential Loyalists
C00620,2024-11-15,11,141951.12,46,4,4,3,443,Loyal Customers
C00383,2024-11-15,59,6661370.83,46,4,5,5,455,Champions
C01398,2024-11-15,18,1613827.18,46,4,5,5,455,Champions
C04720,2024-11-14,2,14266.09,47,4,3,2,432,Potential Loyalists
C01665,2024-11-14,7,468608.17,47,4,4,4,444,Champions
C04799,2024-11-14,4,684268.30,47,4,4,4,444,Champions
C02660,2024-11-14,43,7012806.26,47,4,5,5,455,Champions
C01316,2024-11-14,40,5004818.98,47,4,5,5,455,Champions
C03303,2024-11-14,9,447777.35,47,4,4,4,444,Champions
C04381,2024-11-14,6,1201058.69,47,4,4,4,444,Champions
C00732,2024-11-14,13,1671914.53,47,4,5,5,455,Champions
C00024,2024-11-14,2,99864.26,47,4,3,3,433,Loyal Customers
C02997,2024-11-14,5,816643.95,47,4,4,4,444,Champions
C03258,2024-11-14,10,1176126.23,47,4,4,4,444,Champions
C02310,2024-11-14,59,7246734.04,47,4,5,5,455,Champions
C02942,2024-11-14,4,225618.87,47,4,4,3,443,Loyal Customers
C00791,2024-11-14,7,821523.13,47,4,4,4,444,Champions
C00219,2024-11-14,1,17687.67,47,4,3,2,432,Potential Loyalists
C00048,2024-11-14,1,250881.60,47,4,3,3,433,Loyal Customers
C00179,2024-11-14,8,386991.15,47,4,4,4,444,Champions
C02844,2024-11-14,10,631821.92,47,4,4,4,444,Champions
C02431,2024-11-13,4,588044.65,48,4,4,4,444,Champions
C01570,2024-11-13,2,217576.84,48,4,3,3,433,Loyal Customers
C01915,2024-11-13,1,125415.96,48,4,3,3,433,Loyal Customers
C03476,2024-11-13,16,1201681.12,48,4,5,4,454,Champions
C02523,2024-11-13,26,2448360.17,48,4,5,5,455,Champions
C00868,2024-11-13,37,4400552.78,48,4,5,5,455,Champions
C03161,2024-11-13,7,345626.81,48,4,4,4,444,Champions
C00893,2024-11-13,9,918493.47,48,4,4,4,444,Champions
C00507,2024-11-13,15,1358279.56,48,4,5,5,455,Champions
C04387,2024-11-13,3,32483.82,48,4,4,2,442,Others
C00929,2024-11-13,7,530192.13,48,4,4,4,444,Champions
C04130,2024-11-13,4,514510.31,48,4,4,4,444,Champions
C01762,2024-11-13,2,19739.47,48,4,3,2,432,Potential Loyalists
C02298,2024-11-13,1,58389.95,48,4,3,2,432,Potential Loyalists
C02721,2024-11-13,3,473779.85,48,4,4,4,444,Champions
C00264,2024-11-12,59,7130709.57,49,4,5,5,455,Champions
C00999,2024-11-12,16,4413802.36,49,4,5,5,455,Champions
C04292,2024-11-12,59,7132730.09,49,4,5,5,455,Champions
C04103,2024-11-12,2,114468.66,49,4,3,3,433,Loyal Customers
C03288,2024-11-12,59,5899554.15,49,4,5,5,455,Champions
C00381,2024-11-12,3,155479.97,49,4,4,3,443,Loyal Customers
C03900,2024-11-12,7,298835.58,49,4,4,3,443,Loyal Customers
C02710,2024-11-12,7,165974.89,49,4,4,3,443,Loyal Customers
C01482,2024-11-12,4,623419.69,49,4,4,4,444,Champions
C00027,2024-11-12,10,1020008.34,49,4,4,4,444,Champions
C03843,2024-11-12,49,5772685.11,49,4,5,5,455,Champions
C01431,2024-11-12,1,90864.96,49,4,3,3,433,Loyal Customers
C02693,2024-11-12,1,2040.44,49,4,3,1,431,Potential Loyalists
C03072,2024-11-12,4,171466.92,49,4,4,3,443,Loyal Customers
C02325,2024-11-11,29,2832386.41,50,4,5,5,455,Champions
C00551,2024-11-11,59,4937402.46,50,4,5,5,455,Champions
C02272,2024-11-11,59,7865324.56,50,4,5,5,455,Champions
C04508,2024-11-11,9,304931.34,50,4,4,3,443,Loyal Customers
C01710,2024-11-11,8,1234646.18,50,4,4,5,445,Champions
C01615,2024-11-11,3,319468.31,50,4,4,4,444,Champions
C03686,2024-11-11,41,3567226.38,50,4,5,5,455,Champions
C04378,2024-11-11,1,151033.47,50,4,3,3,433,Loyal Customers
C03806,2024-11-11,1,754236.53,50,4,3,4,434,Loyal Customers
C00911,2024-11-11,1,147181.49,50,4,3,3,433,Loyal Customers
C03993,2024-11-11,1,3927.69,50,4,3,1,431,Potential Loyalists
C02845,2024-11-11,7,590357.05,50,4,4,4,444,Champions
C02237,2024-11-11,1,23286.59,50,4,3,2,432,Potential Loyalists
C00704,2024-11-11,14,2511164.17,50,4,5,5,455,Champions
C00992,2024-11-10,16,1085426.32,51,4,5,4,454,Champions
C04670,2024-11-10,2,8695.06,51,4,3,1,431,Potential Loyalists
C00736,2024-11-10,1,43443.91,51,4,3,2,432,Potential Loyalists
C03512,2024-11-10,3,32776.36,51,4,4,2,442,Others
C00317,2024-11-10,1,69745.99,51,4,3,2,432,Potential Loyalists
C01838,2024-11-10,15,1821195.39,51,4,5,5,455,Champions
C00206,2024-11-10,5,472833.92,51,4,4,4,444,Champions
C02037,2024-11-10,3,705237.92,51,4,4,4,444,Champions
C03758,2024-11-10,19,1927750.58,51,4,5,5,455,Champions
C00490,2024-11-09,1,86890.82,52,4,3,2,432,Potential Loyalists
C02365,2024-11-09,1,37658.15,52,4,3,2,432,Potential Loyalists
C03077,2024-11-09,1,5498.55,52,4,3,1,431,Potential Loyalists
C00388,2024-11-09,2,172649.39,52,4,3,3,433,Loyal Customers
C02185,2024-11-09,4,840859.63,52,4,4,4,444,Champions
C03116,2024-11-09,4,164715.93,52,4,4,3,443,Loyal Customers
C04615,2024-11-09,2,292322.94,52,4,3,3,433,Loyal Customers
C02987,2024-11-09,10,1245815.07,52,4,4,5,445,Champions
C00645,2024-11-09,1,7434.71,52,4,3,1,431,Potential Loyalists
C00963,2024-11-09,1,215870.99,52,4,3,3,433,Loyal Customers
C03599,2024-11-09,2,865123.06,52,4,3,4,434,Loyal Customers
C04442,2024-11-08,5,415422.77,53,4,4,4,444,Champions
C01711,2024-11-08,4,200533.67,53,4,4,3,443,Loyal Customers
C04445,2024-11-08,1,123272.04,53,4,3,3,433,Loyal Customers
C02054,2024-11-08,1,831365.67,53,4,3,4,434,Loyal Customers
C01554,2024-11-08,2,116318.19,53,4,3,3,433,Loyal Customers
C02818,2024-11-08,59,7168455.78,53,4,5,5,455,Champions
C02672,2024-11-08,4,256088.95,53,4,4,3,443,Loyal Customers
C03590,2024-11-08,18,1525649.88,53,4,5,5,455,Champions
C02109,2024-11-08,59,3221300.46,53,4,5,5,455,Champions
C04146,2024-11-08,5,1076806.16,53,4,4,4,444,Champions
C01291,2024-11-08,21,3733484.20,53,4,5,5,455,Champions
C02936,2024-11-08,17,2314196.38,53,4,5,5,455,Champions
C01900,2024-11-08,1,152184.00,53,4,3,3,433,Loyal Customers
C04408,2024-11-07,7,391705.25,54,4,4,4,444,Champions
C02629,2024-11-07,7,1637637.80,54,4,4,5,445,Champions
C01256,2024-11-07,1,20221.58,54,4,3,2,432,Potential Loyalists
C04178,2024-11-07,1,7006.77,54,4,3,1,431,Potential Loyalists
C02978,2024-11-07,1,390482.36,54,4,3,4,434,Loyal Customers
C03810,2024-11-07,22,1915245.85,54,4,5,5,455,Champions
C01603,2024-11-07,1,12775.58,54,4,3,1,431,Potential Loyalists
C04905,2024-11-07,59,6160079.38,54,4,5,5,455,Champions
C02651,2024-11-07,4,910296.57,54,4,4,4,444,Champions
C02695,2024-11-07,7,297279.44,54,4,4,3,443,Loyal Customers
C02175,2024-11-07,6,56476.79,54,4,4,2,442,Others
C00116,2024-11-07,14,1631782.88,54,4,5,5,455,Champions
C02412,2024-11-07,14,1686587.90,54,4,5,5,455,Champions
C01060,2024-11-07,1,352572.30,54,4,3,4,434,Loyal Customers
C04314,2024-11-07,59,8963651.56,54,4,5,5,455,Champions
C02546,2024-11-07,4,737231.69,54,4,4,4,444,Champions
C03823,2024-11-07,10,745560.78,54,4,4,4,444,Champions
C00933,2024-11-07,4,101282.83,54,4,4,3,443,Loyal Customers
C03160,2024-11-07,8,974511.87,54,4,4,4,444,Champions
C03918,2024-11-07,9,841378.75,54,4,4,4,444,Champions
C01980,2024-11-06,10,1190034.35,55,4,4,4,444,Champions
C04313,2024-11-06,4,103409.32,55,4,4,3,443,Loyal Customers
C03049,2024-11-06,1,60801.29,55,4,3,2,432,Potential Loyalists
C02190,2024-11-06,4,510777.00,55,4,4,4,444,Champions
C01733,2024-11-06,48,4103244.45,55,4,5,5,455,Champions
C02504,2024-11-06,1,347338.16,55,4,3,4,434,Loyal Customers
C00117,2024-11-06,2,67779.25,55,4,3,2,432,Potential Loyalists
C03795,2024-11-06,1,12051.10,55,4,3,1,431,Potential Loyalists
C02307,2024-11-06,3,147483.74,55,4,4,3,443,Loyal Customers
C03670,2024-11-05,13,833259.74,56,4,5,4,454,Champions
C00798,2024-11-05,10,500163.31,56,4,4,4,444,Champions
C02277,2024-11-05,22,2702338.57,56,4,5,5,455,Champions
C00612,2024-11-05,1,9565.84,56,4,3,1,431,Potential Loyalists
C03417,2024-11-05,19,2411192.27,56,4,5,5,455,Champions
C02541,2024-11-05,1,285604.23,56,4,3,3,433,Loyal Customers
C01985,2024-11-05,59,5224868.32,56,4,5,5,455,Champions
C03001,2024-11-05,59,4162173.09,56,4,5,5,455,Champions
C04190,2024-11-05,32,3192072.89,56,4,5,5,455,Champions
C00738,2024-11-05,19,1655800.22,56,4,5,5,455,Champions
C01105,2024-11-05,1,4560.80,56,4,3,1,431,Potential Loyalists
C02661,2024-11-05,2,134061.68,56,4,3,3,433,Loyal Customers
C00434,2024-11-04,59,10380564.37,57,4,5,5,455,Champions
C00190,2024-11-04,21,1931151.32,57,4,5,5,455,Champions
C03445,2024-11-04,2,5592.49,57,4,3,1,431,Potential Loyalists
C02089,2024-11-04,1,11443.84,57,4,1,1,411,Potential Loyalists
C01606,2024-11-04,59,6024204.34,57,4,5,5,455,Champions
C02995,2024-11-04,11,1086695.98,57,4,4,4,444,Champions
C01889,2024-11-04,17,1078245.40,57,4,5,4,454,Champions
C00514,2024-11-04,6,264674.27,57,4,4,3,443,Loyal Customers
C02191,2024-11-04,11,604454.09,57,4,4,4,444,Champions
C01029,2024-11-04,1,21771.29,57,4,1,2,412,Potential Loyalists
C03772,2024-11-04,10,889185.09,57,4,4,4,444,Champions
C01679,2024-11-04,10,1894926.48,57,4,4,5,445,Champions
C04466,2024-11-04,1,533315.66,57,4,1,4,414,New Customers
C00856,2024-11-04,21,4104209.14,57,4,5,5,455,Champions
C01343,2024-11-04,4,136542.73,57,4,4,3,443,Loyal Customers
C03339,2024-11-04,59,8874619.93,57,4,5,5,455,Champions
C03682,2024-11-04,24,2280062.34,57,4,5,5,455,Champions
C04454,2024-11-04,13,609676.36,57,4,5,4,454,Champions
C02771,2024-11-03,4,221434.34,58,4,4,3,443,Loyal Customers
C04622,2024-11-03,6,1391045.44,58,4,4,5,445,Champions
C03174,2024-11-03,3,718782.12,58,4,4,4,444,Champions
C04575,2024-11-03,1,253329.35,58,4,1,3,413,Potential Loyalists
C03875,2024-11-03,9,1659158.54,58,4,4,5,445,Champions
C01388,2024-11-03,59,9295201.47,58,4,5,5,455,Champions
C01318,2024-11-03,15,1303285.36,58,4,5,5,455,Champions
C03253,2024-11-03,21,2376863.51,58,4,5,5,455,Champions
C04613,2024-11-03,8,681210.86,58,4,4,4,444,Champions
C03541,2024-11-03,7,1377314.19,58,4,4,5,445,Champions
C01003,2024-11-02,15,1535323.44,59,4,5,5,455,Champions
C00012,2024-11-02,10,1695692.39,59,4,4,5,445,Champions
C00064,2024-11-02,1,15776.43,59,4,1,2,412,Potential Loyalists
C00159,2024-11-02,7,912709.20,59,4,4,4,444,Champions
C00480,2024-11-02,15,1235321.56,59,4,5,5,455,Champions
C04495,2024-11-02,4,301598.74,59,4,4,3,443,Loyal Customers
C03904,2024-11-02,4,278040.98,59,4,4,3,443,Loyal Customers
C03297,2024-11-02,7,945692.03,59,4,4,4,444,Champions
C02048,2024-11-02,3,197864.17,59,4,4,3,443,Loyal Customers
C02056,2024-11-02,3,473187.12,59,4,4,4,444,Champions
C02029,2024-11-01,17,1551753.29,60,4,5,5,455,Champions
C04406,2024-11-01,19,612519.64,60,4,5,4,454,Champions
C02580,2024-11-01,15,700158.98,60,4,5,4,454,Champions
